method,x1,y,lo,hi
abs,0.833564634661071,1.8841599515849068,0.30537760583790274,2.403976518367423
abs,0.06887176018224672,-1.1217007354774602,-1.8244303829298434,0.2741685295996765
abs,0.8251067677490682,-1.267137776684235,-1.047808589085292,1.050790323444228
abs,0.06383571457289672,1.0768760334129792,-0.01645045849730975,2.08214845403221
abs,0.6629207035898416,1.3923108044250312,0.5307910126701401,2.6293899251996597
abs,0.8911641953367664,1.669816988702655,0.7209742114458251,2.8195731239753448
abs,0.508632621498726,0.32688910850734304,-1.061089965664787,1.037508946864733
abs,0.5937885142530589,0.3060050051733174,-1.376414190906973,0.722184721622547
abs,0.24410836684864068,1.0395634111533254,0.16581750715116028,2.26441641968068
abs,0.18858796229167363,-0.04978792148830006,-1.2659397804665302,0.8326591320629897
abs,0.43230321278355877,1.1093559707107405,0.3347926481153205,2.43339156064484
abs,0.04755250569435843,-0.13361251740063104,-1.1196489419472901,0.9789499705822299
abs,0.8796246430689235,4.4378442355745165,0.702363316244002,2.800962228773522
abs,0.147145241730813,0.4292584896355842,-1.007050647775035,1.091548264754485
abs,0.4921704253407553,1.1986542285517356,0.5123345455166639,2.610933458046184
abs,0.7939693762761445,1.299133948241254,0.4033585164576938,2.5019574289872137
abs,0.5422212469810694,-0.6348695892695808,-1.489589700283264,0.6090092122462558
abs,0.7090610110562686,0.3459757257596283,0.242101412238362,2.340700324767882
abs,0.2700045986950579,0.4620830518544241,-0.6706951099258796,1.4279038026036404
abs,0.5193101447497269,0.33289919665229895,-0.7052507621351161,1.3933481503944039
abs,0.5966327614565019,1.8301906617919599,0.14020945192826395,2.2388083644577836
abs,0.4397207622999375,1.0403895450555578,0.3047566243579989,2.403355536887519
abs,0.4963711753907192,-0.7514447745904671,-0.932357214545001,1.166241697984519
abs,0.5776495262090899,0.7944970219487436,-0.4553474519920534,1.6432514605374666
abs,0.5674148220955616,0.3419848711294351,-0.7125461433225695,1.3860527692069504
abs,0.677450705079481,0.02159770005860101,-1.388174592149134,0.7104243203803859
abs,0.2415686274380593,-1.180471119261126,-1.7493403921063448,0.34925852042317507
abs,0.8397620707115001,1.5139421473563572,-0.1260020818069182,1.9725968307226016
abs,0.3854217820974406,0.07342257360219928,-1.0094658736572704,1.0891330388722495
abs,0.4230220612963511,-1.0159068330755747,-1.5617151627588652,0.5368837497706547
abs,0.9779464545071325,0.12172804913097421,-1.1600371097787192,0.9385618027508007
abs,0.49219713843162494,1.3137160287514063,0.15894304843971274,2.257541960969233
abs,0.2790295612433873,0.5990530559153767,-1.249061680791825,0.8495372317376951
abs,0.2947841571985327,-0.2214878380840597,-1.7301784796709074,0.3684204328586126
abs,0.7320641015921572,0.5073773820876538,-1.3177276006088219,0.780871311920698
abs,0.5834311606096487,2.5055704618868693,0.3189790872541436,2.4175779997836635
abs,0.9862209060179652,1.8001156866169894,0.6813648097864669,2.779963722315987
abs,0.7401008640583588,1.028594317976704,-0.08359112901716947,2.0150077835123503
abs,0.1523745654874301,-1.0023757421129211,-1.3172964618684389,0.7813024506610811
abs,0.22415379834596372,0.4588338272917181,-1.3028420304565054,0.7957568820730145
abs,0.8611872740202704,2.7608100125510173,0.5629496860614089,2.6615485985909286
abs,0.8806315000599015,0.30072963072720826,-0.10304333354984685,1.995555578979673
abs,0.6930031602537108,0.9321884665413793,0.5934323967521953,2.692031309281715
abs,0.678745460481589,1.1513785961775018,0.15578302216787043,2.25438193469739
abs,0.6369793249530078,-0.2922206857966082,-0.9334309577700384,1.1651679547594815
abs,0.08909432764987524,0.9496472134248435,-0.0734581169123456,2.0251407956171743
abs,0.25162165572372786,-0.4686397180013935,-1.6634420730370478,0.4351568394924722
abs,0.03513016647000289,-0.04774647379097323,-0.8678318270965145,1.2307670854330055
abs,0.38525065271195136,-0.0913031781348771,-1.5525694750154924,0.5460294375140274
abs,0.08521010911613036,0.09474827524398732,-0.8906684258339848,1.2079304866955352
abs,0.5563567977050153,0.20677870927626624,-0.3176699698061779,1.780928942723342
abs,0.23474610147556607,-1.0191130286959986,-1.8895941963425673,0.2090047161869525
abs,0.20096473027315187,-0.8112356958462092,-1.7616709887424082,0.33692792378711167
